"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Average Age","2022","Ardagh, Co Limerick","Both sexes","Number","43.2"
"Average Age","2022","Ardagh, Co Limerick","Male","Number","42"
"Average Age","2022","Ardagh, Co Limerick","Female","Number","44.5"
"Average Age","2022","Foynes, Co Limerick","Both sexes","Number","44.5"
"Average Age","2022","Foynes, Co Limerick","Male","Number","45"
"Average Age","2022","Foynes, Co Limerick","Female","Number","44.1"
"Average Age","2022","Shanagolden, Co Limerick","Both sexes","Number","48"
"Average Age","2022","Shanagolden, Co Limerick","Male","Number","47.1"
"Average Age","2022","Shanagolden, Co Limerick","Female","Number","48.9"
"Average Age","2022","Carrigkerry, Co Limerick","Both sexes","Number","42.9"
"Average Age","2022","Carrigkerry, Co Limerick","Male","Number","41.5"
"Average Age","2022","Carrigkerry, Co Limerick","Female","Number","44.1"
"Average Age","2022","Toornafulla, Co Limerick","Both sexes","Number","37.8"
"Average Age","2022","Toornafulla, Co Limerick","Male","Number","38.5"
"Average Age","2022","Toornafulla, Co Limerick","Female","Number","37.1"
"Average Age","2022","Ballyhahill, Co Limerick","Both sexes","Number","42.3"
"Average Age","2022","Ballyhahill, Co Limerick","Male","Number","41.9"
"Average Age","2022","Ballyhahill, Co Limerick","Female","Number","42.9"
"Average Age","2022","Mountcollins, Co Limerick","Both sexes","Number","46.7"
"Average Age","2022","Mountcollins, Co Limerick","Male","Number","48"
"Average Age","2022","Mountcollins, Co Limerick","Female","Number","45.4"
"Average Age","2022","Glin, Co Limerick","Both sexes","Number","44.3"
"Average Age","2022","Glin, Co Limerick","Male","Number","42.9"
"Average Age","2022","Glin, Co Limerick","Female","Number","45.9"
"Average Age","2022","Athea, Co Limerick","Both sexes","Number","42"
"Average Age","2022","Athea, Co Limerick","Male","Number","42"
"Average Age","2022","Athea, Co Limerick","Female","Number","41.9"
"Average Age","2022","Abbeyfeale, Co Limerick","Both sexes","Number","40.7"
"Average Age","2022","Abbeyfeale, Co Limerick","Male","Number","40"
"Average Age","2022","Abbeyfeale, Co Limerick","Female","Number","41.4"
"Average Age","2022","Twomileborris, Co Tipperary","Both sexes","Number","38.2"
"Average Age","2022","Twomileborris, Co Tipperary","Male","Number","36.5"
"Average Age","2022","Twomileborris, Co Tipperary","Female","Number","39.8"
"Average Age","2022","Templetuohy, Co Tipperary","Both sexes","Number","44.3"
"Average Age","2022","Templetuohy, Co Tipperary","Male","Number","47.2"
"Average Age","2022","Templetuohy, Co Tipperary","Female","Number","41.2"
"Average Age","2022","Littleton, Co Tipperary","Both sexes","Number","40.9"
"Average Age","2022","Littleton, Co Tipperary","Male","Number","39.6"
"Average Age","2022","Littleton, Co Tipperary","Female","Number","42.3"
"Average Age","2022","Roscrea, Co Tipperary","Both sexes","Number","38"
"Average Age","2022","Roscrea, Co Tipperary","Male","Number","36.9"
"Average Age","2022","Roscrea, Co Tipperary","Female","Number","39.1"
"Average Age","2022","Thurles, Co Tipperary","Both sexes","Number","41"
"Average Age","2022","Thurles, Co Tipperary","Male","Number","40.1"
"Average Age","2022","Thurles, Co Tipperary","Female","Number","41.8"
"Average Age","2022","Templemore, Co Tipperary","Both sexes","Number","40.8"
"Average Age","2022","Templemore, Co Tipperary","Male","Number","39.6"
"Average Age","2022","Templemore, Co Tipperary","Female","Number","42.1"
"Average Age","2022","Holycross, Co Tipperary","Both sexes","Number","43.1"
"Average Age","2022","Holycross, Co Tipperary","Male","Number","42.7"
"Average Age","2022","Holycross, Co Tipperary","Female","Number","43.4"
"Average Age","2022","Borrisoleigh, Co Tipperary","Both sexes","Number","40.7"
"Average Age","2022","Borrisoleigh, Co Tipperary","Male","Number","39.3"
"Average Age","2022","Borrisoleigh, Co Tipperary","Female","Number","42.2"
"Average Age","2022","Toomevara, Co Tipperary","Both sexes","Number","44"
"Average Age","2022","Toomevara, Co Tipperary","Male","Number","44.6"
"Average Age","2022","Toomevara, Co Tipperary","Female","Number","43.4"
"Average Age","2022","Cloughjordan, Co Tipperary","Both sexes","Number","40.6"
"Average Age","2022","Cloughjordan, Co Tipperary","Male","Number","38.5"
"Average Age","2022","Cloughjordan, Co Tipperary","Female","Number","42.5"
"Average Age","2022","Borrisokane, Co Tipperary","Both sexes","Number","39.1"
"Average Age","2022","Borrisokane, Co Tipperary","Male","Number","39.4"
"Average Age","2022","Borrisokane, Co Tipperary","Female","Number","38.9"
"Average Age","2022","Nenagh, Co Tipperary","Both sexes","Number","38.4"
"Average Age","2022","Nenagh, Co Tipperary","Male","Number","37.3"
"Average Age","2022","Nenagh, Co Tipperary","Female","Number","39.4"
"Average Age","2022","Silvermines, Co Tipperary","Both sexes","Number","42.5"
"Average Age","2022","Silvermines, Co Tipperary","Male","Number","43.3"
"Average Age","2022","Silvermines, Co Tipperary","Female","Number","41.7"
"Average Age","2022","Rear Cross, Co Tipperary","Both sexes","Number","41.6"
"Average Age","2022","Rear Cross, Co Tipperary","Male","Number","40.7"
"Average Age","2022","Rear Cross, Co Tipperary","Female","Number","42.6"
"Average Age","2022","Puckaun, Co Tipperary","Both sexes","Number","43.5"
"Average Age","2022","Puckaun, Co Tipperary","Male","Number","43.2"
"Average Age","2022","Puckaun, Co Tipperary","Female","Number","43.8"
"Average Age","2022","Dromineer, Co Tipperary","Both sexes","Number","50"
"Average Age","2022","Dromineer, Co Tipperary","Male","Number","51.1"
"Average Age","2022","Dromineer, Co Tipperary","Female","Number","48.9"
"Average Age","2022","Newtown, Co Tipperary","Both sexes","Number","38.9"
"Average Age","2022","Newtown, Co Tipperary","Male","Number","38"
"Average Age","2022","Newtown, Co Tipperary","Female","Number","39.9"
"Average Age","2022","Portroe, Co Tipperary","Both sexes","Number","40"
"Average Age","2022","Portroe, Co Tipperary","Male","Number","37.5"
"Average Age","2022","Portroe, Co Tipperary","Female","Number","42.2"
"Average Age","2022","Newport, Co Tipperary","Both sexes","Number","34.5"
"Average Age","2022","Newport, Co Tipperary","Male","Number","33.7"
"Average Age","2022","Newport, Co Tipperary","Female","Number","35.2"
"Average Age","2022","Ballina, Co Tipperary","Both sexes","Number","37.1"
"Average Age","2022","Ballina, Co Tipperary","Male","Number","36.2"
"Average Age","2022","Ballina, Co Tipperary","Female","Number","37.9"
"Average Age","2022","Carrick-on-Suir, Co Tipperary","Both sexes","Number","41.5"
"Average Age","2022","Carrick-on-Suir, Co Tipperary","Male","Number","41.1"
"Average Age","2022","Carrick-on-Suir, Co Tipperary","Female","Number","41.9"
"Average Age","2022","Mullinahone, Co Tipperary","Both sexes","Number","37.7"
"Average Age","2022","Mullinahone, Co Tipperary","Male","Number","37.7"
"Average Age","2022","Mullinahone, Co Tipperary","Female","Number","37.8"
"Average Age","2022","Ballingarry, Co Tipperary","Both sexes","Number","41.4"
"Average Age","2022","Ballingarry, Co Tipperary","Male","Number","39.6"
"Average Age","2022","Ballingarry, Co Tipperary","Female","Number","43.3"
"Average Age","2022","The Commons, Co Tipperary","Both sexes","Number","39.4"
"Average Age","2022","The Commons, Co Tipperary","Male","Number","42.4"
"Average Age","2022","The Commons, Co Tipperary","Female","Number","36.9"
"Average Age","2022","Kilsheelan, Co Tipperary","Both sexes","Number","38"
"Average Age","2022","Kilsheelan, Co Tipperary","Male","Number","37.2"
"Average Age","2022","Kilsheelan, Co Tipperary","Female","Number","38.7"
"Average Age","2022","Drangan, Co Tipperary","Both sexes","Number","36.6"
"Average Age","2022","Drangan, Co Tipperary","Male","Number","37.1"
"Average Age","2022","Drangan, Co Tipperary","Female","Number","36"
"Average Age","2022","Gortnahoo, Co Tipperary","Both sexes","Number","36.4"
"Average Age","2022","Gortnahoo, Co Tipperary","Male","Number","37.3"
"Average Age","2022","Gortnahoo, Co Tipperary","Female","Number","35.7"
"Average Age","2022","Killenaule, Co Tipperary","Both sexes","Number","41"
"Average Age","2022","Killenaule, Co Tipperary","Male","Number","42.3"
"Average Age","2022","Killenaule, Co Tipperary","Female","Number","39.7"
"Average Age","2022","Fethard, Co Tipperary","Both sexes","Number","39.5"
"Average Age","2022","Fethard, Co Tipperary","Male","Number","38.4"
"Average Age","2022","Fethard, Co Tipperary","Female","Number","40.5"
"Average Age","2022","Clonmel, Counties Tipperary & Waterford","Both sexes","Number","40.8"
"Average Age","2022","Clonmel, Counties Tipperary & Waterford","Male","Number","39.8"
"Average Age","2022","Clonmel, Counties Tipperary & Waterford","Female","Number","41.8"
"Average Age","2022","Lisronagh, Co Tipperary","Both sexes","Number","34.4"
"Average Age","2022","Lisronagh, Co Tipperary","Male","Number","37.3"
"Average Age","2022","Lisronagh, Co Tipperary","Female","Number","32.4"
"Average Age","2022","Ballyclerahan, Co Tipperary","Both sexes","Number","35.2"
"Average Age","2022","Ballyclerahan, Co Tipperary","Male","Number","34.3"
"Average Age","2022","Ballyclerahan, Co Tipperary","Female","Number","36"
"Average Age","2022","Newcastle, Co Tipperary","Both sexes","Number","38.4"
"Average Age","2022","Newcastle, Co Tipperary","Male","Number","38.7"
"Average Age","2022","Newcastle, Co Tipperary","Female","Number","38.1"
"Average Age","2022","Rosegreen, Co Tipperary","Both sexes","Number","41.9"
"Average Age","2022","Rosegreen, Co Tipperary","Male","Number","42.6"
"Average Age","2022","Rosegreen, Co Tipperary","Female","Number","41.2"
"Average Age","2022","Ardfinnan, Co Tipperary","Both sexes","Number","39.5"
"Average Age","2022","Ardfinnan, Co Tipperary","Male","Number","39.1"
"Average Age","2022","Ardfinnan, Co Tipperary","Female","Number","39.9"
"Average Age","2022","Cashel, Co Tipperary","Both sexes","Number","37.7"
"Average Age","2022","Cashel, Co Tipperary","Male","Number","37.6"
"Average Age","2022","Cashel, Co Tipperary","Female","Number","37.8"
"Average Age","2022","Boherlahan, Co Tipperary","Both sexes","Number","33.6"
"Average Age","2022","Boherlahan, Co Tipperary","Male","Number","33.2"
"Average Age","2022","Boherlahan, Co Tipperary","Female","Number","33.9"
"Average Age","2022","Cahir, Co Tipperary","Both sexes","Number","39.7"
"Average Age","2022","Cahir, Co Tipperary","Male","Number","38.3"
"Average Age","2022","Cahir, Co Tipperary","Female","Number","41.1"
"Average Age","2022","Golden, Co Tipperary","Both sexes","Number","40.4"
"Average Age","2022","Golden, Co Tipperary","Male","Number","39.7"
"Average Age","2022","Golden, Co Tipperary","Female","Number","41"
"Average Age","2022","Clogheen, Co Tipperary","Both sexes","Number","43.4"
"Average Age","2022","Clogheen, Co Tipperary","Male","Number","43.1"
"Average Age","2022","Clogheen, Co Tipperary","Female","Number","43.8"
"Average Age","2022","Dundrum, Co Tipperary","Both sexes","Number","36.7"
"Average Age","2022","Dundrum, Co Tipperary","Male","Number","37.3"
"Average Age","2022","Dundrum, Co Tipperary","Female","Number","36.2"
"Average Age","2022","Bansha, Co Tipperary","Both sexes","Number","40.7"
"Average Age","2022","Bansha, Co Tipperary","Male","Number","38.4"
"Average Age","2022","Bansha, Co Tipperary","Female","Number","43"
"Average Age","2022","Donaskeigh, Co Tipperary","Both sexes","Number","35.1"
"Average Age","2022","Donaskeigh, Co Tipperary","Male","Number","36.4"
"Average Age","2022","Donaskeigh, Co Tipperary","Female","Number","33.8"
"Average Age","2022","Ballyporeen, Co Tipperary","Both sexes","Number","41.4"
"Average Age","2022","Ballyporeen, Co Tipperary","Male","Number","41.3"
"Average Age","2022","Ballyporeen, Co Tipperary","Female","Number","41.6"
"Average Age","2022","Tipperary, Co Tipperary","Both sexes","Number","40.3"
"Average Age","2022","Tipperary, Co Tipperary","Male","Number","39.7"
"Average Age","2022","Tipperary, Co Tipperary","Female","Number","40.9"
"Average Age","2022","Cappawhite, Co Tipperary","Both sexes","Number","39.7"
"Average Age","2022","Cappawhite, Co Tipperary","Male","Number","39.1"
"Average Age","2022","Cappawhite, Co Tipperary","Female","Number","40.3"
"Average Age","2022","Monard, Co Tipperary","Both sexes","Number","36.4"
"Average Age","2022","Monard, Co Tipperary","Male","Number","36.2"
"Average Age","2022","Monard, Co Tipperary","Female","Number","36.6"
"Average Age","2022","Emly, Co Tipperary","Both sexes","Number","39.1"
"Average Age","2022","Emly, Co Tipperary","Male","Number","36.8"
"Average Age","2022","Emly, Co Tipperary","Female","Number","41.7"
"Average Age","2022","Waterford city and suburbs, Counties Waterford & Kilkenny","Both sexes","Number","38.7"
"Average Age","2022","Waterford city and suburbs, Counties Waterford & Kilkenny","Male","Number","38"
"Average Age","2022","Waterford city and suburbs, Counties Waterford & Kilkenny","Female","Number","39.3"
"Average Age","2022","Passage East, Co Waterford","Both sexes","Number","39.1"
"Average Age","2022","Passage East, Co Waterford","Male","Number","36.9"
"Average Age","2022","Passage East, Co Waterford","Female","Number","41.2"
"Average Age","2022","Dunmore East, Co Waterford","Both sexes","Number","40.8"
"Average Age","2022","Dunmore East, Co Waterford","Male","Number","40.6"
"Average Age","2022","Dunmore East, Co Waterford","Female","Number","40.9"
"Average Age","2022","Cheekpoint, Co Waterford","Both sexes","Number","46"
"Average Age","2022","Cheekpoint, Co Waterford","Male","Number","46.4"
"Average Age","2022","Cheekpoint, Co Waterford","Female","Number","45.5"
"Average Age","2022","Tramore, Co Waterford","Both sexes","Number","39.6"
"Average Age","2022","Tramore, Co Waterford","Male","Number","38.6"
"Average Age","2022","Tramore, Co Waterford","Female","Number","40.5"
"Average Age","2022","Kilmeaden, Co Waterford","Both sexes","Number","33.8"
"Average Age","2022","Kilmeaden, Co Waterford","Male","Number","34.3"
"Average Age","2022","Kilmeaden, Co Waterford","Female","Number","33.2"
"Average Age","2022","Dunhill, Co Waterford","Both sexes","Number","35.6"
"Average Age","2022","Dunhill, Co Waterford","Male","Number","34.6"
"Average Age","2022","Dunhill, Co Waterford","Female","Number","36.5"
"Average Age","2022","Portlaw, Co Waterford","Both sexes","Number","37.8"
"Average Age","2022","Portlaw, Co Waterford","Male","Number","36.7"
"Average Age","2022","Portlaw, Co Waterford","Female","Number","38.9"
"Average Age","2022","Kill, Co Waterford","Both sexes","Number","35"
"Average Age","2022","Kill, Co Waterford","Male","Number","34.5"
"Average Age","2022","Kill, Co Waterford","Female","Number","35.4"
"Average Age","2022","Kilmacthomas, Co Waterford","Both sexes","Number","38.8"
"Average Age","2022","Kilmacthomas, Co Waterford","Male","Number","38.8"
"Average Age","2022","Kilmacthomas, Co Waterford","Female","Number","38.8"
"Average Age","2022","Stradbally, Co Waterford","Both sexes","Number","41.2"
"Average Age","2022","Stradbally, Co Waterford","Male","Number","41.8"
"Average Age","2022","Stradbally, Co Waterford","Female","Number","40.7"
"Average Age","2022","Lemybrien, Co Waterford","Both sexes","Number","38.9"
"Average Age","2022","Lemybrien, Co Waterford","Male","Number","40.1"
"Average Age","2022","Lemybrien, Co Waterford","Female","Number","37.7"
"Average Age","2022","An Rinn, Co Waterford","Both sexes","Number","39"
"Average Age","2022","An Rinn, Co Waterford","Male","Number","37.9"
"Average Age","2022","An Rinn, Co Waterford","Female","Number","40.1"
"Average Age","2022","Ballinroad, Co Waterford","Both sexes","Number","33.6"
"Average Age","2022","Ballinroad, Co Waterford","Male","Number","33.1"
"Average Age","2022","Ballinroad, Co Waterford","Female","Number","34"
"Average Age","2022","Dungarvan, Co Waterford","Both sexes","Number","40.5"
"Average Age","2022","Dungarvan, Co Waterford","Male","Number","39.5"
